id,sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
113,113,INV-202301-00113,2023-01-08,2095.0,1295,1,375.34,375.34,online,,järelmaks,Madis,Lill,madis.lill@telia.ee,+372 5401 9865,Kuressaare,2020-02-19,gold,1994.0
177,177,INV-202301-00177,2023-01-08,3921.0,1018,1,47.07,47.07,pood,Tallinn,kaart,Jaak,Kukk,jaak.kukk@gmail.com,+372 5159 2869,Tartu,2022-12-07,,1986.0
201,201,INV-202301-00201,2023-01-08,3665.0,1076,1,89.29,89.29,pood,Tallinn,järelmaks,Kalev,Kallas,kalev.kallas@gmail.com,+372 5489 5452,Kuressaare,2020-11-06,silver,1973.0
12,12,INV-202301-00012,2023-01-09,3432.0,1345,2,225.81,451.62,online,,järelmaks,Ülle,Nurk,ulle.nurk@outlook.com,+372 8747 9428,Tartu,2020-02-10,silver,2004.0
63,63,INV-202301-00063,2023-01-09,4542.0,1213,2,132.3,264.6,pood,Tartu,järelmaks,Maie,Rosin,maie.rosin@outlook.com,+372 8422 6543,Tartu,2022-06-16,bronze,1976.0
78,78,INV-202301-00078,2023-01-09,,1274,3,234.79,704.37,pood,Tartu,kaart,,,,,,,,
90,90,INV-202301-00090,2023-01-09,2206.0,1200,2,105.29,210.58,pood,Pärnu,kaart,Ago,Lõoke,,+372 5135 5389,Viljandi,2020-01-20,,1961.0
148,148,INV-202301-00148,2023-01-09,3995.0,1272,1,183.31,183.31,pood,Tartu,kaart,Marit,Talvik,marit.talvik@telia.ee,+372 5453 4386,Tallinn,2020-05-09,gold,1989.0
159,159,INV-202301-00159,2023-01-09,3984.0,1083,1,72.14,72.14,pood,Tallinn,sularaha,Kati,Tammik,,+372 5911 9746,Valga,2021-08-08,silver,1994.0
169,169,INV-202301-00169,2023-01-09,2976.0,1235,3,232.27,632.61,pood,Pärnu,sularaha,Arvo,Lepik,arvo.lepik@telia.ee,+372 5708 4826,Viljandi,2020-04-05,,1993.0
198,198,INV-202301-00198,2023-01-09,3856.0,1243,1,184.02,184.02,pood,Tartu,kaart,Kristi,Ilves,kristi.ilves@telia.ee,+372 5812 1142,Tallinn,2020-11-11,gold,1973.0
205,205,INV-202301-00205,2023-01-09,4768.0,1113,3,86.46,259.38,pood,Tallinn,sularaha,Sandra,Koppel,,+372 5942 9835,Pärnu,2022-10-18,,1968.0
259,259,INV-202301-00259,2023-01-09,2014.0,1063,1,151.45,151.45,online,,järelmaks,Rain,Kivi,,+372 5269 4246,Pärnu,2021-03-10,,1990.0
261,261,INV-202301-00261,2023-01-09,3212.0,1219,2,29.42,58.84,pood,Tallinn,kaart,Kadri,Aas,kadri.aas@mail.ee,+372 8726 7629,Tallinn,2021-08-10,silver,2004.0
1,1,INV-202301-00001,2023-01-10,2588.0,1274,2,234.79,469.58,pood,Tallinn,kaart,Hille,Paju,,+372 5429 0294,Tallinn,2022-07-28,bronze,1997.0
61,61,INV-202301-00061,2023-01-10,3123.0,1055,1,65.6,65.6,online,,sularaha,Külli,Koppel,kulli.koppel@gmail.com,+372 8112 4795,Võru,2022-07-15,bronze,1995.0
101,101,INV-202301-00101,2023-01-10,2668.0,1040,1,96.11,96.11,pood,Tartu,järelmaks,Rasmus,Männik,rasmus.mannik@gmail.com,+372 8646 0642,Tallinn,2020-03-09,,1978.0
107,107,INV-202301-00107,2023-01-10,3837.0,1108,1,371.05,371.05,pood,Tallinn,sularaha,Anu,Paas,anu.paas@mail.ee,+372 5919 6412,Tallinn,2022-08-25,,1961.0
110,110,INV-202301-00110,2023-01-10,3119.0,1289,1,171.33,171.33,online,,kaart,Kristjan,Ilves,kristjan.ilves@yahoo.com,+372 5908 7261,Viljandi,2021-05-12,,2004.0
180,180,INV-202301-00180,2023-01-10,2547.0,1011,1,53.99,53.99,pood,Tallinn,järelmaks,Väino,Kuusik,vaino.kuusik2@hot.ee,+372 8498 2268,Rakvere,2022-06-10,,1968.0
233,233,INV-202301-00233,2023-01-10,4467.0,1012,2,160.21,-320.42,online,,sularaha,Sigrid,Teder,sigrid.teder@outlook.com,+372 5399 3181,Tallinn,2022-10-19,silver,1994.0
241,241,INV-202301-00241,2023-01-10,3332.0,1008,2,280.13,560.26,online,,kaart,Kadri,Kuusk,,+372 5415 2479,Rakvere,2020-01-25,gold,1965.0
16,16,INV-202301-00016,2023-01-11,3357.0,1050,1,145.72,145.72,pood,Tallinn,järelmaks,Jüri,Toom,juri.toom@outlook.com,+372 5629 8766,Tartu,2021-01-04,silver,1986.0
26,26,INV-202301-00026,2023-01-11,4167.0,1012,1,160.21,160.21,pood,Tallinn,sularaha,Meelis,Kuusik,meelis.kuusik2@yahoo.com,+372 8772 7995,Tartu,2021-01-14,gold,1987.0
82,82,INV-202301-00082,2023-01-11,3251.0,1001,2,157.49,314.98,pood,Tallinn,järelmaks,Urmas,Kukk,urmas.kukk@yahoo.com,+372 5528 0486,Võru,2022-05-15,bronze,1977.0
142,142,INV-202301-00142,2023-01-11,3525.0,1154,2,190.81,381.62,pood,Tallinn,järelmaks,Toomas,Luik,toomas.luik@gmail.com,+372 5529 3292,Võru,2022-04-10,silver,1992.0
172,172,INV-202301-00172,2023-01-11,2535.0,1323,1,151.08,151.08,pood,Pärnu,järelmaks,Eha,Hurt,eha.hurt@hot.ee,+372 5880 1271,Tallinn,2021-05-29,,1998.0
232,232,INV-202301-00232,2023-01-11,4235.0,1261,1,305.72,305.72,pood,Tallinn,kaart,Erkki,Tammik,,+372 8665 9395,Tallinn,2020-02-28,,1994.0
251,251,INV-202301-00251,2023-01-11,3398.0,1321,1,183.4,183.4,pood,Tallinn,järelmaks,Tiit,Mets,tiit.mets@outlook.com,+372 5164 5761,Tartu,2021-05-06,gold,1990.0
11,11,INV-202301-00011,2023-01-12,3837.0,1119,3,181.68,545.04,pood,Tallinn,sularaha,Anu,Paas,anu.paas@mail.ee,+372 5919 6412,Tallinn,2022-08-25,,1961.0
49,49,INV-202301-00049,2023-01-12,4755.0,1221,1,350.19,350.19,online,,järelmaks,Liina,Kask,liina.kask2@hot.ee,+372 8579 8791,Tallinn,2022-07-30,bronze,1973.0
115,115,INV-202301-00115,2023-01-12,2759.0,1032,2,198.42,396.84,pood,Tallinn,järelmaks,Erkki,Saar,erkki.saar@gmail.com,+372 5645 6647,Pärnu,2022-05-30,,1981.0
182,182,INV-202301-00182,2023-01-12,4480.0,1034,1,207.23,207.23,pood,Tartu,kaart,Piret,Sild,,+372 5521 8594,Tallinn,2020-09-01,,1962.0
234,234,INV-202301-00234,2023-01-12,3854.0,1119,3,181.68,545.04,online,,järelmaks,Toomas,Kivi,toomas.kivi@hot.ee,+372 5867 7046,Tallinn,2020-05-10,,1983.0
243,243,INV-202301-00243,2023-01-12,2141.0,1278,1,263.13,263.13,online,,kaart,Aivar,Lepik,aivar.lepik@mail.ee,+372 8827 9138,Kuressaare,2022-04-14,,1994.0
247,247,INV-202301-00247,2023-01-12,4322.0,1153,2,79.59,159.18,online,,kaart,Anna,Kuusk,anna.kuusk@hot.ee,+372 5541 2698,Tallinn,2021-11-21,,1987.0
248,248,INV-202301-00248,2023-01-12,2036.0,1245,2,228.81,457.62,online,,kaart,Sigrid,Põld,sigrid.pold@gmail.com,+372 5695 9740,Tartu,2022-01-04,gold,1967.0
5,5,INV-202301-00005,2023-01-13,2390.0,1284,1,99.57,99.57,pood,Tartu,kaart,Triin,Lill,triin.lill@telia.ee,+372 5378 0596,Tartu,2021-04-09,,1996.0
7,7,INV-202301-00007,2023-01-13,2029.0,1001,4,157.49,629.96,pood,Tartu,järelmaks,Meelis,Lill,meelis.lill@gmail.com,+372 5991 9314,Kuressaare,2020-05-04,,1989.0
231,231,INV-202301-00231,2023-01-13,2819.0,1328,1,274.87,274.87,online,,järelmaks,Enn,Sild,enn.sild@yahoo.com,+372 5452 0080,Rakvere,2022-04-12,silver,1995.0
46,46,INV-202301-00046,2023-01-14,3648.0,1104,2,191.48,382.96,online,,sularaha,Erkki,Ilves,erkki.ilves@outlook.com,+372 5496 2376,Tartu,2021-10-29,silver,2003.0
59,59,INV-202301-00059,2023-01-14,4490.0,1228,5,160.71,803.55,pood,Tallinn,järelmaks,Kristjan,Paas,kristjan.paas@hot.ee,+372 5443 4710,Tallinn,2022-01-17,gold,1967.0
65,65,INV-202301-00065,2023-01-14,2767.0,1275,1,62.82,62.82,pood,Tartu,järelmaks,Kaido,Mitt,kaido.mitt@mail.ee,+372 8839 8340,Rakvere,2020-08-30,silver,1977.0
67,67,INV-202301-00067,2023-01-14,3163.0,1075,3,278.59,835.77,online,,järelmaks,Maie,Mitt,maie.mitt@telia.ee,+372 8200 2899,Tallinn,2022-07-28,,1966.0
129,129,INV-202301-00129,2023-01-14,,1329,2,110.02,220.04,online,,kaart,,,,,,,,
131,131,INV-202301-00131,2023-01-14,4315.0,1160,2,368.67,737.34,pood,Tartu,kaart,Tarmo,Hurt,tarmo.hurt@mail.ee,+372 8988 7290,Tallinn,2022-02-09,gold,2001.0
141,141,INV-202301-00141,2023-01-14,4444.0,1330,3,167.23,501.69,pood,Pärnu,järelmaks,Ragnar,Rosin,ragnar.rosin@telia.ee,+372 5423 9470,Tallinn,2022-08-28,silver,1977.0
143,143,INV-202301-00143,2023-01-14,2980.0,1136,3,94.25,282.75,online,,sularaha,Tarmo,Kask,tarmo.kask@telia.ee,+372 8814 1854,Tallinn,2021-06-26,,2005.0
173,173,INV-202301-00173,2023-01-14,3894.0,1305,1,50.77,50.77,pood,Tallinn,kaart,Katrin,Liiv,katrin.liiv@hot.ee,+372 8369 8678,Tallinn,2021-10-05,bronze,1984.0
211,211,INV-202301-00211,2023-01-14,3853.0,1236,4,205.89,823.56,pood,Tallinn,kaart,Olev,Kuusk,olev.kuusk@yahoo.com,+372 8335 2946,Pärnu,2022-12-05,silver,1997.0
214,214,INV-202301-00214,2023-01-14,4868.0,1190,3,138.13,-414.39,pood,Tallinn,kaart,Kristjan,Sepp,kristjan.sepp@mail.ee,+372 5587 8127,Tartu,2020-07-26,gold,2004.0
218,218,INV-202301-00218,2023-01-14,3128.0,1168,1,316.04,316.04,online,,kaart,Kristjan,Paas,kristjan.paas@outlook.com,+372 5325 2056,Pärnu,2022-12-06,,1960.0
240,240,INV-202301-00240,2023-01-14,4533.0,1296,3,301.97,905.91,pood,Tallinn,kaart,Hille,Roots,hille.roots@outlook.com,+372 5370 9552,Tallinn,2022-01-27,gold,1996.0
36,36,INV-202301-00036,2023-01-15,2285.0,1288,2,138.9,277.8,pood,Tallinn,kaart,Maie,Pärn,maie.parn@hot.ee,+372 5388 2107,Pärnu,2021-06-13,bronze,1972.0
52,52,INV-202301-00052,2023-01-15,2574.0,1340,4,229.01,916.04,online,,kaart,Aivar,Nurk,aivar.nurk@outlook.com,+372 5987 9960,Jõhvi,2021-08-01,gold,1981.0
91,91,INV-202301-00091,2023-01-15,4238.0,1107,2,279.43,558.86,pood,Tartu,järelmaks,Elis,Laas,elis.laas2@gmail.com,+372 8470 2489,Tallinn,2021-08-17,gold,1988.0
222,222,INV-202301-00222,2023-01-15,,1080,2,51.5,-103.0,pood,Pärnu,sularaha,,,,,,,,
226,226,INV-202301-00226,2023-01-15,4178.0,1045,1,176.65,176.65,pood,Tallinn,kaart,Ago,Lõoke,ago.looke@telia.ee,+372 5121 3969,Jõhvi,2022-06-11,,2004.0
227,227,INV-202301-00227,2023-01-15,4024.0,1126,3,200.77,602.31,pood,Tallinn,kaart,Reet,Kõiv,reet.koiv@mail.ee,+372 5557 5510,Tallinn,2020-10-24,gold,2000.0
2,2,INV-202301-00002,2023-01-16,4338.0,1207,2,241.13,482.26,pood,Pärnu,järelmaks,Merle,Luik,merle.luik@mail.ee,+372 5150 1812,Tallinn,2020-09-22,,1996.0
17,17,INV-202301-00017,2023-01-16,4219.0,1168,1,316.04,316.04,pood,Tartu,kaart,Merle,Kuusk,merle.kuusk@yahoo.com,+372 5112 9847,Tallinn,2022-07-11,silver,1967.0
38,38,INV-202301-00038,2023-01-16,4145.0,1099,1,86.8,86.8,pood,Tartu,järelmaks,Nele,Valk,nele.valk@hot.ee,+372 5702 4906,Pärnu,2021-06-14,,1991.0
39,39,INV-202301-00039,2023-01-16,3629.0,1013,2,218.99,437.98,pood,Tallinn,kaart,Jaak,Värk,jaak.vark@telia.ee,+372 8964 8771,Tallinn,2020-07-22,bronze,1973.0
62,62,INV-202301-00062,2023-01-16,3530.0,1350,1,270.69,270.69,online,,kaart,Siim,Mitt,,+372 5433 0751,Tallinn,2021-01-06,,2001.0
138,138,INV-202301-00138,2023-01-16,2377.0,1129,1,182.77,182.77,pood,Pärnu,järelmaks,Anu,Kivi,,+372 5545 0810,Valga,2021-07-03,bronze,1999.0
